city,lat,lng,country
Rajnagar,24.8893,79.9118,India
Vemuladivi,16.3408,81.6958,India
Benipati,26.4442,85.9083,India
Obra,24.891,84.3742,India
Saraikela,22.6996,85.9313,India
Gangapur,25.5136,86.8957,India
Shamsa,25.623,85.931,India
Champapur,26.8881,84.834,India
Kota,14.0333,80.05,India
Birsinghpur,24.7981,80.9739,India
Palanisettipatti,9.9998,77.4641,India
Rahon,31.0527,76.1191,India
Chennur,14.5667,78.8,India
Srimushnam,11.4012,79.4038,India
Sultanabad,18.5333,79.3333,India
Sanatikri,22.0198,88.5026,India
Makhu,31.1033,74.9963,India
Saunshi,15.2167,75.3,India
Tadikalapudi,16.8991,81.1764,India
Dinmanpur,25.9112,85.9288,India
Jadia,26.0937,86.9852,India
Jakkampalaiyam,10.5264,77.2884,India
Chittur,11.647,77.8239,India
Odaiyakulam,10.5679,76.9105,India
Dilarpur,25.3968,87.5969,India
Turkaguda,17.2728,78.5708,India
Patapatnam,18.75,84.0833,India
Agiripalle,16.6833,80.65,India
Rajni,25.8132,86.9772,India
Neykkarappatti,10.4489,77.4627,India
Anantapalle,16.9767,81.4442,India
Kannampalaiyam,10.9954,77.099,India
Beko,24.0415,85.9536,India
Damdama,24.63,88.02,India
Balkonda,18.8667,78.35,India
Hebli,15.4858,75.1283,India
Huliyar,13.5833,76.55,India
Nawada,25.5431,85.924,India
Porumamilla,15.0167,78.9833,India
Karambakkudi,10.4587,79.141,India
Solapuram,9.3757,77.5598,India
Israin Kalan,25.9844,87.0372,India
Kallur,17.2,80.55,India
Peddaboddepalle,17.6606,82.6296,India
Musapur,25.6417,87.4154,India
Belari,25.9655,86.9161,India
Kodikkulam,9.6493,77.586,India
Sadhoa,25.4049,87.198,India
Brahmadesam,11.5449,77.5803,India
Pallappatti,10.3564,77.9516,India
Dewangarh,24.8637,85.8584,India
Shahpur,23.8937,79.0507,India
Hathiaundha,25.7223,86.9972,India
Gangoli,13.65,74.6667,India
Sapatgram,26.3373,90.1236,India
Vemuluru,16.9337,81.8057,India
Udayagiri,14.8667,79.3167,India
Chautham,25.5439,86.6567,India
Jhandapur,25.3995,86.9479,India
Kolakaluru,16.3036,80.6172,India
Elandakuttai,11.3992,77.7782,India
Gavinivaripalem,15.8378,80.4315,India
Puduppatti,11.55,78.2833,India
Khaira,26.3433,87.1476,India
Sayalkudi,9.1692,78.447,India
Pursa,26.3019,86.4778,India
Amarwara,22.2978,79.1694,India
Vontimitta,14.3833,79.0333,India
Seven Pagodas,12.6208,80.1933,India
Paidiipalli,18.0172,79.6159,India
Hasanpur,26.1147,87.2319,India
Aruvikkara,8.4219,77.0968,India
Vardannapet,17.7735,79.5731,India
Utnur,19.3667,78.7667,India
Kalikapur,26.4956,86.089,India
Undi,16.6,81.4667,India
Samsikapuram,9.4156,77.5917,India
Rasulpur Dhuria,25.5693,87.0375,India
Chailaha,26.6738,84.8801,India
Jitwarpur Kumhra,25.7852,85.7044,India
Hariharpara,24.0468,88.4244,India
Barharwa,24.8571,87.779,India
Shahpura,23.1366,79.664,India
Heggadadevankote,12.0881,76.3296,India
Vijayapuri North,16.6028,79.3075,India
Antarvedi,16.3333,81.7333,India
Saligrama,12.5602,76.2611,India
Doria Sonapur,26.183,87.3873,India
Dubacherla,16.9116,81.3569,India
Mohanpur Gaughata,25.3345,87.3404,India
Kumaripur,25.4425,87.6217,India
Dhemaji,27.4833,94.5833,India
Viraghattam,18.6833,83.6,India
Bilpura,23.2216,79.9917,India
Darpa,26.84,84.9774,India
Tanakpur,29.074,80.109,India
Ernagudem,17.002,81.5063,India
Ganjam,19.387,85.0508,India
Pochampalli,17.3473,78.8195,India
Avalpundurai,11.231,77.7182,India
Yelur,15.7817,74.5178,India
Puliyur,10.9499,78.1453,India
Chembagaramanpudur,8.2461,77.4907,India
Kadaiyam,8.832,77.357,India
Pawai,24.2664,80.162,India
Bhagta,30.4882,75.1013,India
Kumaralingam,10.4894,77.3499,India
Chhapia,26.0831,84.8447,India
Jitwarpur Nizamat,25.8489,85.8006,India
Amari,25.7179,86.0839,India
Kolnad,12.9,75.03,India
Muhammadabad,16.8731,77.8909,India
Roh,24.8905,85.675,India
Curtorim,15.28,74.03,India
Puraini,25.5968,86.9892,India
Pichhor,25.9602,78.3893,India
Ponnamaravati,10.2803,78.536,India
Udayendram,12.6962,78.6227,India
Chhajli,30.0348,75.828,India
Bariariya,26.5105,84.7165,India
Vatluru,16.7009,81.0525,India
Ammur,12.975,79.3628,India
Phulwar,26.8148,84.843,India
Ankli,16.42,74.58,India
Baligaon,25.4196,84.4951,India
Lagunia Surajkanth,25.8304,85.7887,India
Muttunayakkanpatti,11.7125,78.033,India
Kurawar,23.5118,77.0246,India
Chilamatturu,13.8394,77.7039,India
Babhangawan,25.3674,86.9501,India
Harduli,22.9278,79.903,India
Maddikera,15.25,77.417,India
Alur,15.3944,77.225,India
Chinnavadampatti,11.0615,76.9838,India
Chokkanathapuram,9.9921,77.3566,India
Barajor,24.7992,86.3731,India
Barod,23.7889,75.8116,India
Udala,21.5781,86.5668,India
Vellalapuram,11.6525,77.938,India
Pakarya Harsidhi,26.6526,84.7198,India
Talainayar Agraharam,10.5614,79.7723,India
Arumbavur,11.381,78.7296,India
Mallapuram,11.9823,78.248,India
Kela Khera,29.09,79.19,India
Tekkampatti,11.2559,76.8872,India
Rattihalli,14.4167,75.5,India
Kukkundur,13.2404,74.9541,India
Bugganipalle,15.4741,78.175,India
Vallur,13.256,80.2818,India
Vipparla,16.3023,79.9373,India
Kot Bhai,30.2678,74.699,India
Tondangi,17.25,82.4667,India
Navelim,15.2428,73.9331,India
Barela,23.0968,80.0508,India
Badarpur,24.8685,92.5961,India
Kambaduru,14.3575,77.2186,India
Udiyavara,13.3097,74.7366,India
Itki Thakurgaon,23.3456,85.1114,India
Bhoj,16.5333,74.45,India
Kolwara,25.3538,86.77,India
Kallakkudi,10.9767,78.9525,India
Kohir,17.6,77.7167,India
Siswa,26.6214,84.6739,India
Pyapali,15.2669,77.7611,India
Tiruvasaladi,11.4013,79.7746,India
Mangawan,24.6675,81.5464,India
Pihra,24.6424,85.8043,India
Kauriya,26.1517,84.6948,India
Panr,25.6884,85.798,India
Haldibari,26.33,88.77,India
Davorlim,15.2722,73.9924,India
Kusaha,26.2077,86.9587,India
Amanganj,24.4266,80.0358,India
Vadugapatti,11.1518,77.7375,India
Muttukuru,14.2667,80.1,India
Bobleshwar,16.83,75.73,India
Doda,30.3844,74.6394,India
Bhanumukkala,15.3119,78.2277,India
Saren,25.1149,84.9744,India
Sutihar,25.8482,84.9712,India
Sinha,25.6902,84.6291,India
Pannimadai,11.0823,76.9164,India
Bilaua,26.0501,78.2752,India
Cumbum,15.5767,79.1055,India
Parapatti,12.1083,78.0198,India
Bankheri,22.7696,78.5341,India
Nalwar,16.9333,76.9833,India
Sembedu,13.1298,79.5634,India
Relangi,16.705,81.647,India
Suknadanga,24.46,88.05,India
Sher Chakla,25.3848,86.6952,India
Pudur,9.0001,77.2076,India
Satyamangala,13.0193,76.1243,India
Konarka,19.8878,86.0948,India
Tiruvalanjuli,10.9449,79.3286,India
Jangid,18.4475,79.8414,India
Walajabad,12.4994,80.1472,India
Aravakkurichchi,10.776,77.9076,India
Tupran,17.8447,78.48,India
Narahia,26.3681,86.5434,India
Putaparti,14.1652,77.8117,India
Dattapulia,23.2404,88.7115,India
Chak Husaini,25.5169,86.5566,India
Bara,24.3146,87.9643,India
Basaon,26.2082,84.6174,India
Mulakaledu,14.3648,76.9267,India
Warni,18.5436,77.9072,India
Mandleshwar,22.176,75.6599,India
Mirzapur,26.1616,87.2349,India
Tiruppachur,13.1384,79.8764,India
Baulia,25.399,87.6002,India
Lakkundi,15.3897,75.7183,India
Antarvedipalem,16.3319,81.732,India
Chipurupalle,18.3114,83.5683,India
Kattupputtur,10.9833,78.2333,India
Amaha,26.1284,86.7998,India
Devendranagar,24.6169,80.3789,India
Hindalgi,16.1364,74.6547,India
Kishanpur Ratwara,25.4822,86.8511,India
Kankipadu,16.45,80.7833,India
Kurichchi,11.5701,77.6969,India
Pali,26.0576,86.3097,India
Vubatalai,11.3597,76.7649,India
Pullambadi,10.9667,78.9167,India
Valangiman,10.8897,79.394,India
Katkol,15.95,75.3,India
Barari,25.5068,87.3761,India
Afzala,25.9319,86.2293,India
Peddapalle,14.4046,78.9456,India
Majholi,23.5011,79.924,India
Revur,16.8216,79.9926,India
Attibele,12.7781,77.7726,India
Naduvattam,11.4808,76.5437,India
Harohalli,12.6807,77.4743,India
Kaguchi,11.4519,76.8061,India
Kaintragarh,20.7211,84.5351,India
Nitte,13.1823,74.9397,India
Lakkampatti,11.4461,77.4118,India
Kesamudram,17.6875,79.8944,India
Chapra,23.5371,88.5527,India
Sambre,15.88,74.56,India
Kurumbalur,11.236,78.8005,India
Mahuwa Singhrai,25.8168,85.3853,India
Lanji,21.5018,80.5406,India
Paramati,11.1544,78.0213,India
Kaleyanpur,26.4297,84.9327,India
Alanganallur,10.047,78.0903,India
Devarapalle,17.0347,81.5616,India
Halwara,30.7167,75.65,India
Kaonke,30.7659,75.4172,India
Sindhnur,15.77,76.7556,India
Nadisal,13.1326,74.7777,India
Yellareddi,18.1859,78.0212,India
Pakala,15.2694,80.072,India
Hanamsagar,15.8722,76.0431,India
Khallikot,19.6091,85.0861,India
Kodangipatti,9.992,77.4332,India
Chebrolu,16.8206,81.4048,India
Tati,23.3772,85.4379,India
Nawada,26.0881,86.153,India
Baladharmaram,17.6703,80.1628,India
Bijai,25.4711,87.0874,India
Barahari,25.7652,87.0937,India
Alampur,15.8793,78.1334,India
Perunkolattur,12.043,78.9174,India
Bihpuriagaon,26.8031,93.5544,India
Kesariya,26.365,84.873,India
Rukhae,25.3269,85.3725,India
Mutyalapalle,16.4019,81.5703,India
Bajala,12.8537,74.8853,India
Tiorpara,22.2351,88.554,India
Tetari,25.3757,87.0691,India
Shatrana,29.9102,76.1202,India
Malkhaid,17.195,77.1608,India
Cherrapunji,25.2792,91.7242,India
Bachhauta,25.5242,86.4606,India
Tarlapalli,18.8345,79.4907,India
Akora,26.4721,78.7989,India
Babhanganwa,26.1398,86.8464,India
Bikkavolu,16.9624,82.049,India
Madanpur,23.02,88.48,India
Padavedu,12.673,79.1047,India
Linganaboyinacherla,16.3961,81.6598,India
Srinagar,26.783,84.3018,India
Kothanuru,16.0022,81.0417,India
Terkuvenganallur,9.4052,77.5408,India
Karai,12.9377,79.3163,India
Alamuru,16.7833,81.9,India
Tendukheda,23.3962,79.5395,India
Kanjikkovil,11.3689,77.5962,India
Telmar,25.4237,85.4358,India
Dhanauri,29.7833,76.1833,India
Tarauna,26.2371,87.5123,India
Mukasi Pidariyur,11.2069,77.5922,India
Uppunda,13.8333,74.6167,India
Sanquelim,15.5027,73.7669,India
Kharki,23.9165,85.8596,India
Holalagondi,15.4873,77.0464,India
Dumaria,26.7652,84.3964,India
Dharphari,26.1501,84.9564,India
Narasingapuram,12.9728,79.284,India
Manavalakurichi,8.1478,77.3055,India
Madanpur,25.867,86.7875,India
Balhapur,25.3511,86.2122,India
Kannamanayakkanur,10.5527,77.269,India
Ekwari,25.2833,84.5833,India
Gaundra,26.3683,85.0036,India
Darihat,24.9702,84.2319,India
Bairia,25.5563,85.1835,India
Rajpur,25.0768,84.2055,India
Markacho,24.3263,85.8346,India
Odlabari,26.8364,88.6294,India
Chikhli Kalan,22.2152,78.743,India
Kottavalasa,17.9,83.2,India
Surajpura,25.2576,86.2283,India
Kalasa,13.234,75.3553,India
Murgod,15.78,75.12,India
Gundlapelle,16.4102,79.8813,India
Sumbal,34.2307,74.6472,India
Kelamangalam,12.6031,77.8519,India
Nagireddipalli,14.2701,79.1013,India
Manjri,16.42,74.58,India
Sirmaur,24.8365,81.3645,India
Karkudalpatti,11.5002,78.3521,India
Polaia Kalan,23.2119,76.5529,India
Tumbippadi,11.808,78.0783,India
Penuganchiprolu,16.9167,80.25,India
Pandhana,21.6982,76.2249,India
Pansemal,21.6598,74.6994,India
Karpi,25.1612,84.7299,India
Barhauna,25.6043,85.7288,India
Suwasra,24.0698,75.6523,India
Chandauli,25.8972,85.7161,India
Solim,15.62,73.767,India
Sikat,25.5186,87.4423,India
Eraura,24.613,84.4555,India
Bhanukumari,26.3395,89.7697,India
Kottacheruvu,14.1886,77.7658,India
Lingal,16.2833,78.5167,India
Dohta,26.2864,88.2564,India
Barhi,23.9033,80.8152,India
Alangudi,10.3604,78.9779,India
Barka Parbatta,25.3396,87.0576,India
Pataili,25.7872,85.8316,India
Paniem,15.5167,78.35,India
Korangal,17.107,77.627,India
Udaipur Bithwar,26.2872,86.1578,India
Chikitigarh,19.2023,84.6145,India
Ilampillai,11.6066,78.0068,India
Kulharia,25.3382,86.7612,India
Chandhaus,25.2977,84.8595,India
Bijaipur,26.0556,77.3697,India
Lakhsetipet,18.8873,79.2069,India
Dornakal,17.4447,80.1492,India
Arugollu,16.8253,81.5775,India
Katravulapalle,17.1277,82.0831,India
Sailana,23.4622,74.9232,India
Sukhasan,25.9644,86.7732,India
Rahika,26.3803,86.0204,India
Salimpur,25.248,86.2347,India
Melmangalam,10.1,77.5833,India
Barjora,23.4333,87.2833,India
Mohania,25.1692,83.6192,India
Vedasandur,10.531,77.9502,India
Jaitpur,25.9132,84.573,India
Gua,22.2136,85.3877,India
Satwas,22.5363,76.6845,India
Unguturu,16.823,81.4238,India
Sumbha,25.5789,86.3608,India
Kottaiyur,10.1096,78.7956,India
Ganguvarpatti,10.1694,77.6973,India
Domkonda,18.2536,78.4378,India
Karempudi,16.4333,79.7167,India
Raghunathpur,25.5615,84.305,India
Kambainellur,12.2071,78.3187,India
Paina,25.5406,86.9939,India
Chaugain,25.4801,84.2328,India
Perdur,13.3844,74.9029,India
Ghaura,24.5059,79.0781,India
Sur Singh,31.3992,74.716,India
Talbahat,25.042,78.433,India
Benaulim,15.27,73.9346,India
Keal,25.1218,84.6324,India
Amaravati,16.573,80.358,India
Belpukur,21.9851,88.2125,India
Kurikuppi,15.07,76.55,India
Tiruppanandal,11.0919,79.4538,India
Bazidpur,26.1536,86.1511,India
Undrajavaram,16.7866,81.6997,India
Bela Simri,25.5295,86.3079,India
Annaram,16.784,79.302,India
Khagra,25.3511,87.0624,India
Doddipatla,16.5167,81.8436,India
Vellodu,10.3048,77.9552,India
Vembarpatti,10.25,78.1167,India
Daulatnagar,25.3216,87.8443,India
Vadasseri,8.1937,77.4343,India
Lala,24.5542,92.6159,India
Ponnampatti,10.3668,78.3955,India
Daharia,26.1807,87.0043,India
Peddavadlapudi,16.4098,80.6114,India
Vempalle,13.5382,78.4604,India
Yedapalli,18.6789,77.9505,India
Nattappettai,12.8187,79.7493,India
Mannur,17.2994,76.0984,India
Auria,24.8563,87.0112,India
Bari,25.8769,86.1918,India
Salempur,26.4588,84.6517,India
Lohiyar Ujain,26.6284,84.7452,India
Anantarazupeta,14.0014,79.3319,India
Kukdeshwar,24.4828,75.2675,India
Tezu,27.9167,96.1667,India
Besarh,25.9537,87.0491,India
Sitalpur,26.405,85.007,India
Vemulapudi,17.6087,82.6138,India
Modakkurichchi,11.2329,77.7794,India
Kodigenahalli,13.8608,77.4792,India
Manikpur,25.1339,86.6777,India
Tibri,31.9854,75.4316,India
Kannivadi,10.3794,77.8303,India
Tamar,23.0488,85.649,India
Gangaikondan,11.5389,79.4765,India
Abhwar,26.174,86.6324,India
Neuri,26.0076,86.1841,India
Nawada Gobindganj,26.4868,84.6561,India
Barkuhi,22.1901,78.7047,India
Manoharpur,22.3746,85.1923,India
Mathurapur,24.9073,85.9836,India
Duvva,16.7792,81.6242,India
Bhimadolu,16.8144,81.2617,India
Doranahalli,16.7324,76.9162,India
Kot Isa Khan,31.1351,75.0231,India
Dharampur Bande,25.6609,85.5742,India
Phulwaria,25.9395,85.0035,India
Boha,29.8348,75.5237,India
Uttukkottai,13.3354,79.898,India
Bideipur,21.0147,86.8195,India
Khiria,25.6047,87.4578,India
Rajnagar,23.95,87.32,India
Simri,25.7523,86.6074,India
Tamaraikkulam,10.1085,77.5553,India
Vikravandi,12.0369,79.546,India
Byahatti,15.4468,75.2054,India
Vellarivalli,11.6003,77.7927,India
Ranapur,22.647,74.5212,India
Mankal,17.2014,78.4678,India
Barah,25.3885,85.4912,India
Gudur,17.7956,79.9747,India
Salotgi,17.17,75.96,India
Hasanpur,25.633,85.5728,India
Avalepalli,12.7714,77.8594,India
Nirakpurpali,25.3244,84.8114,India
Bishenpur,24.6282,93.761,India
Rasauli,26.127,84.8378,India
Samai,24.9788,85.5861,India
Viraganur,11.4761,78.7355,India
Jianganj,25.8661,87.2612,India
Kurwa Mathia,26.8572,84.5058,India
Annamalainagar,11.4,79.7333,India
Sihaul,25.9438,86.5371,India
Daparkha,26.1293,86.9004,India
Krishnarayapuram,10.9563,78.2782,India
Mahrail,26.2952,86.2763,India
Dumri,26.9873,84.0752,India
Haidarnagar,24.4883,83.9443,India
Bariyarpur,26.6347,84.9245,India
Iskapalli,14.7363,80.0981,India
Kubadupuram,16.468,79.9539,India
Paithan Kawai,26.1755,86.0685,India
Singalandapuram,11.4166,78.2224,India
Malepur,24.974,86.2555,India
Nasiyanur,11.3381,77.6408,India
Uppidamangalam,10.9034,78.1575,India
Medapadu,17.0044,82.1001,India
Karma,23.684,85.5706,India
Padaivedu,11.4401,77.8089,India
Bhadarwah,32.98,75.72,India
Hunasagi,16.4575,76.5239,India
Vellakkinar,11.0736,76.9566,India
Lauriya Nandangarh,26.9833,84.4,India
Galatge,16.42,74.58,India
Polukallu,15.8284,77.7431,India
Turki,26.0381,85.3577,India
Jiran,24.3087,74.8909,India
Rayapalle,16.2836,81.5024,India
Sonbarsa,25.7069,86.7379,India
Aginiparru,16.6817,80.7839,India
Rambha,19.4433,84.9881,India
Bhakua,26.5167,86.1974,India
Gangavalli,11.4381,78.4836,India
Sobraon,31.1833,74.85,India
Netapur Tanda,16.8321,79.4356,India
Vedappatti,10.9988,76.896,India
Dundigal,17.5781,78.4288,India
Sabang,22.183,87.599,India
Sagar,16.6249,76.8015,India
Rampurwa,26.7544,84.7114,India
Sher,26.3422,84.621,India
Balua,26.3272,87.6231,India
Kaluvaya,14.5117,79.4101,India
Saghar Sultanpur,26.1583,84.757,India
Tola Khadda,26.7396,84.5014,India
Fatehpur,26.2813,87.1084,India
Rampur Shamchand,25.5664,85.3289,India
Damalcheruvu,13.4833,79.05,India
Gudikallu,15.7441,77.476,India
Shitab Diara,25.7563,84.6133,India
Gondalga,17.5097,80.1594,India
Kovilur,12.5537,78.9168,India
Gullapuram,10.0657,77.6446,India
Srinagar,25.9823,86.6662,India
Mandalgarh,25.2,75.1,India
Kumirimora,22.6939,88.2192,India
Wadlakonda,17.7736,79.575,India
Killai,11.4493,79.7668,India
Devipattinam,9.477,78.8961,India
Janapadu,16.4617,79.8699,India
Mirdaul,26.2363,87.0971,India
Bhikkiwind Uttar,31.34,74.7,India
Chityal,17.2333,79.1333,India
Marudur,10.916,78.4509,India
Sonupur,25.8,86.0253,India
Kurtkoti,15.3681,75.5239,India
Dhana,23.747,78.8623,India
Bairia,26.7373,84.4371,India
Titara,26.2311,84.2444,India
Kadoli,15.88,74.56,India
Kathevaram,16.2608,80.6368,India
Mahuakheraganj,29.13,78.92,India
Dhutauli,25.5274,86.625,India
Baduriatola,24.0928,84.0895,India
Polavaram,17.25,81.6333,India
Jhaua,25.625,84.5161,India
Palkur,15.4144,78.2507,India
Sugauna,26.4077,86.2174,India
Panapakkam,12.921,79.5663,India
Badarwas,24.9752,77.5649,India
Bahadurpur,25.4522,85.6303,India
Velanganni,10.6814,79.8508,India
Champadanga,22.8275,87.9844,India
Bheja,26.1046,86.395,India
Kaladgi,16.204,75.5,India
Bihariganj,25.7341,86.9884,India
Paikpar,26.0966,87.1349,India
Kamtaul,26.328,85.8238,India
Barghat,22.0306,79.7328,India
Pitlam,18.2227,77.8238,India
Karaund,25.9741,86.2343,India
Nagawaram,17.4875,78.6035,India
Kodriva,22.5342,75.7725,India
Pirnagar,25.5982,86.7178,India
Hajan,34.2989,74.6168,India
Jalihalli,16.3643,76.7813,India
Turki,26.0294,86.0666,India
Panjgirain Kalan,30.6096,74.9143,India
Bodagudipadu,14.7669,79.9797,India
Tummalapenta,15.0278,78.0234,India
Paruchuru,15.9667,80.2667,India
Mangalapuram,11.5667,78.3788,India
Konaje,12.8162,74.9021,India
Ajjampur,13.7279,76.0068,India
Sirugamani,10.8975,78.5142,India
Tiruppalai,9.9825,78.143,India
Pilich,25.2379,85.3483,India
Dammennu,17.0308,81.6861,India
Rajupalem,15.1378,79.9927,India
Balha,25.5468,86.5683,India
Bundala,31.5333,74.9833,India
Chahatpur,26.2331,87.5816,India
Ghoradal,22.0519,88.3594,India
Uppada,17.0883,82.3333,India
Kadattur,12.0861,78.2926,India
Kolagallu,15.15,76.92,India
Puduppatti,9.7639,77.2678,India
Isagarh,24.8391,77.8827,India
Nallajerla,16.95,81.4,India
Amrabad,16.3833,78.8333,India
Pakra,25.3711,87.0807,India
Chinna Mushidivada,17.8057,83.2033,India
Bhulath Gharbi,31.5344,75.4953,India
Ponduru,18.3508,83.7567,India
Kaua Kol,24.8447,85.8867,India
Atner,21.6238,77.9152,India
Ajas,34.3316,74.6801,India
Chandla,25.0715,80.1929,India
Sattar,25.955,86.5828,India
Arsali,24.3754,83.5903,India
Gosaingaon,25.3724,87.1049,India
Buttar,31.0038,75.3973,India
Bhachhi Asli,26.0147,86.0444,India
Dharmaram,18.3038,79.4892,India
Kadachchinallur,11.3686,77.8033,India
Kotgir,18.5722,77.8243,India
Bondada,16.5295,81.4549,India
Saksohara,25.3635,85.7013,India
Sabbavaram,17.79,83.123,India
Bangawan,26.0427,87.4202,India
Kollipara,16.2877,80.7519,India
Mahalpur,31.3618,76.0377,India
Mansapur,26.5262,86.4101,India
Kachchippalli,11.595,77.9188,India
Pallappalaiyam,10.9951,77.0845,India
Bairo,26.0144,86.51,India
Sirigeri,15.63,76.9,India
Kakan,26.1509,87.5674,India
Patiram,25.3167,88.75,India
Champahati,22.4,88.5,India
Basantpur,26.1331,87.4656,India
Gopalnagar,22.8289,88.2139,India
Karnawad,22.7361,76.2439,India
Sirhali Kalan,31.2783,74.9414,India
Sivalarkulam,8.87,77.5267,India
Ettapur,11.6625,78.4764,India
Garag,15.575,74.9297,India
Ratnapuram,18.6283,79.5517,India
Parjuar,26.4836,86.0047,India
Rasulpur,25.9938,85.8935,India
Kankandighi,21.9744,88.4659,India
Chawalhati,26.4614,88.266,India
Baraon,25.4551,84.2661,India
Tilari,25.004,85.252,India
Mulakaluru,16.2776,80.0672,India
Hathwan,25.6672,86.3999,India
Takkolam,13.0164,79.7325,India
Mangalapur,13.6245,79.5803,India
Manivilundan,11.6004,78.7169,India
Haldipur,14.3333,74.4333,India
Maheswa,25.9718,86.855,India
Cossimbazar,24.12,88.28,India
Karivalamvandanallur,9.2715,77.5416,India
Chimalapadu,16.8902,80.6505,India
Udayagiri,20.1242,84.3687,India
Gopalasamudram,8.6747,77.6379,India
Khanapur,19.0333,78.6667,India
Korahia,26.5325,86.1552,India
Majarhat,25.9654,86.8126,India
Usmanpur,25.3487,86.9669,India
Jankinagar,25.8955,87.0668,India
Maharajpur,25.104,87.8898,India
Hulkoti,15.4333,75.5333,India
Auta,25.3882,85.9558,India
Bataredh,26.425,84.6061,India
Sigli,15.0631,75.4667,India
Palangarai,11.1978,77.3058,India
Kewatgawan,25.8012,86.3229,India
Panchgani,17.92,73.82,India
Narayangarh,24.2708,75.0501,India
Barhi,24.3045,85.4195,India
Kolappalur,11.51,77.45,India
Bilga,31.05,75.65,India
Nawada,25.1021,86.6902,India
Thara,26.7027,78.2788,India
Bhankarpur,30.65,76.82,India
Samalsar,30.6364,74.9983,India
Birdaban,26.4012,84.9934,India
Pentapadu Kasba,16.7939,81.5403,India
Paiker,24.4388,87.9073,India
Sondho Dullah,25.9016,85.3569,India
Bagli,22.6412,76.3488,India
Mayamankurichchi,8.8855,77.5041,India
Tummanatti,11.4284,76.7585,India
Govindgarh,24.3785,81.2964,India
Hathauri,25.9593,85.9747,India
Kadiyampatti,11.872,78.0961,India
Pathra,24.8804,87.0447,India
Dambal,15.296,75.7737,India
Mangarwara,26.0119,87.0854,India
Jobat,22.416,74.5683,India
Hissaramuruvani,15.771,77.4194,India
Lakkavaram,17.0628,81.2919,India
Tirmaigiri,16.723,79.3374,India
Kalaiyamputtur,10.4542,77.4831,India
Sirsia Hanumanganj,26.1381,87.1133,India
Sathmalpur,25.8749,85.8567,India
Bichkunda,18.4,77.7167,India
Fatehabad,26.0652,84.9722,India
Tenambakkam,12.8102,79.7341,India
Bhagwanpur Desua,25.8124,85.8382,India
Elavanasur,11.7154,79.1796,India
Gulni,24.9309,85.803,India
Kamalapuram,11.768,78.0599,India
Nangavalli,11.7619,77.8909,India
Koskapur,26.2669,87.1465,India
Singhbari,25.3946,88.0131,India
Eraniel,8.2059,77.3173,India
Mahtha,26.5988,86.3158,India
Lakhipur,24.8,93.02,India
Kalikiri,13.6333,78.8,India
Pandireddigudem,16.8,81.3167,India
Kallanai,10.0374,78.0829,India
Dommasandra,12.8781,77.7543,India
Papampeta,14.6855,77.578,India
Peddakurapadu,16.4833,80.2667,India
Narhat,24.7774,85.4237,India
Fatehpur,25.2463,87.038,India
Kudangulam,8.1903,77.7,India
Tirumakudal Narsipur,12.2121,76.9018,India
Shahpura,23.1828,80.6997,India
Arma,25.1966,86.2468,India
Vilangurichchi,11.0709,77.0178,India
Kallur,16.1405,77.2081,India
Manakondur,18.3981,79.225,India
Bhagwatpur,25.7484,85.7016,India
Kalavai,12.7691,79.4196,India
Turbihal,15.7614,76.5964,India
Sahri,25.4721,85.7277,India
Kolattur,13.3295,79.4797,India
Dhanaura,25.1905,87.2595,India
Arakere,12.4133,76.8168,India
Sargur,11.9997,76.3961,India
Baruari,26.0305,86.5965,India
Ammavarikuppam,13.1784,79.4169,India
Panjipara,26.1369,88.0132,India
Mohgaon,21.6394,78.7364,India
Gaura,24.9643,86.3739,India
Palangavangudi,10.7244,78.8108,India
Nawa Nagar Nizamat,26.2895,84.9351,India
Barkagaon,23.8651,85.2167,India
Hardiya,26.9443,84.8542,India
Kalappalangulam,9.1889,77.5604,India
Manamodu,11.1965,79.5953,India
Raghopur,25.318,87.008,India
Kachavaram,16.57,79.675,India
Rapur,14.2015,79.5351,India
Gudgeri,15.1225,75.3653,India
Mehsari,25.7554,85.8477,India
Baghauni,25.9338,86.0594,India
Rudrur,18.67,77.9,India
Lakshminarayanapuram,11.7914,79.5555,India
Guabari,26.1511,88.1623,India
Chakwai,25.0543,85.662,India
Kanabur,13.3523,75.4517,India
Jami,18.0458,83.2664,India
Baghambarpur,26.8075,84.4059,India
Mandramo,24.1822,85.8734,India
Kotturu,17.2958,82.4752,India
Puduru,16.152,77.8273,India
Duvvuru,14.8333,78.65,India
Lingamparti,17.2827,82.1231,India
Yelmalla,18.8241,78.1609,India
Sevur,12.6865,79.2687,India
Venkatagirikota,13,78.5,India
Bachra,23.6886,85.0703,India
Minakshipuram,9.8815,77.2747,India
Kumarkhali,22.3598,88.799,India
Begowal,31.6125,75.5194,India
Domahani,23.7569,87.0256,India
Kotla,32.7522,74.747,India
Kannudaiyampatti,10.6377,78.4733,India
Bargaon,25.3455,84.6607,India
Barsaun,25.6316,84.4372,India
Ganapavaram,15.9232,80.5856,India
Ganapatipalaiyam,11.0309,77.3367,India
Mulaikkaraippatti,8.5454,77.7679,India
Ringnod,22.6113,74.9338,India
Chabal Kalan,31.4818,74.7927,India
Upperu,16.65,77.5167,India
Gurgunta,16.2875,76.6319,India
Pharkia,25.9384,87.4034,India
